"COLLEGE","INCOME","OVERAGE","LEFTOVER","HOUSE","HANDSET_PRICE","OVER_15MINS_CALLS_PER_MONTH","AVERAGE_CALL_DURATION","REPORTED_SATISFACTION","REPORTED_USAGE_LEVEL","CONSIDERING_CHANGE_OF_PLAN","LEAVE"
"one",49966,165,0,204764,208,18,14,"unsat","little","no","LEAVE"
"one",119429,0,0,577424,564,1,15,"unsat","little","considering","STAY"
"zero",136015,70,0,328171,610,5,13,"unsat","little","actively_looking_into_it","LEAVE"
"zero",31255,50,6,741883,150,5,5,"very_unsat","little","never_thought","STAY"
"zero",36749,63,18,732093,451,4,4,"very_unsat","little","no","STAY"
"zero",54003,0,0,391176,393,1,14,"unsat","little","actively_looking_into_it","STAY"
"zero",40608,0,0,758737,199,0,13,"very_unsat","little","never_thought","STAY"
"one",61744,216,17,396356,300,29,6,"very_sat","very_little","never_thought","LEAVE"
"one",30902,0,0,516003,214,0,8,"very_sat","little","considering","LEAVE"
"zero",138313,101,0,918147,403,4,11,"avg","very_high","actively_looking_into_it","STAY"
"one",114148,215,21,298264,175,3,4,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",94111,0,76,580046,501,1,10,"very_sat","high","actively_looking_into_it","STAY"
"zero",48740,0,0,529560,170,1,9,"very_sat","very_high","considering","STAY"
"one",81815,0,27,500613,300,1,1,"very_sat","avg","never_thought","LEAVE"
"zero",88401,0,18,355542,426,0,4,"very_unsat","very_little","actively_looking_into_it","STAY"
"zero",58483,44,0,209135,367,5,14,"unsat","very_little","actively_looking_into_it","LEAVE"
"zero",60784,0,0,870562,369,1,8,"very_unsat","very_little","no","STAY"
"one",61006,233,8,506144,370,29,6,"unsat","little","considering","LEAVE"
"one",91112,167,0,267380,399,16,9,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",44766,0,16,526360,161,1,6,"very_sat","high","considering","STAY"
"one",86806,64,10,925843,565,4,1,"very_sat","very_high","perhaps","STAY"
"one",47130,0,14,698149,160,0,6,"unsat","very_little","no","STAY"
"one",100943,42,27,233648,512,4,1,"unsat","very_little","considering","LEAVE"
"zero",47604,0,0,570726,217,5,15,"unsat","very_high","considering","LEAVE"
"zero",98502,199,76,968224,311,27,1,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",137416,196,0,285218,767,19,11,"very_unsat","very_high","considering","LEAVE"
"one",47689,72,10,668711,208,4,4,"unsat","high","no","STAY"
"one",70929,87,22,424480,292,1,5,"very_sat","very_little","never_thought","LEAVE"
"zero",49671,0,27,226223,232,1,1,"very_unsat","little","considering","STAY"
"one",53228,66,23,298661,289,4,5,"avg","very_high","considering","STAY"
"zero",136061,126,0,669011,887,26,15,"unsat","little","perhaps","STAY"
"zero",154262,0,57,253093,410,0,2,"very_unsat","very_little","considering","LEAVE"
"one",40022,59,0,585369,165,15,10,"very_sat","very_high","considering","LEAVE"
"zero",104856,0,0,218840,631,1,12,"very_unsat","little","never_thought","STAY"
"one",50973,62,38,828359,372,5,2,"unsat","very_little","no","STAY"
"one",95325,62,73,585043,347,3,1,"very_unsat","very_high","considering","LEAVE"
"zero",68945,258,20,187552,327,23,4,"very_unsat","little","considering","LEAVE"
"zero",136456,60,0,406084,629,4,8,"very_sat","avg","actively_looking_into_it","LEAVE"
"one",103151,43,24,216621,686,5,6,"very_sat","very_little","considering","STAY"
"zero",104524,0,0,596436,518,1,9,"very_unsat","very_high","considering","STAY"
"one",118014,0,63,731117,858,1,1,"very_sat","very_little","no","STAY"
"zero",44562,0,5,166759,243,1,4,"avg","little","considering","STAY"
"one",136505,76,0,456080,658,1,13,"avg","little","actively_looking_into_it","LEAVE"
"zero",29150,173,0,906145,155,22,8,"very_unsat","avg","no","STAY"
"one",26976,0,7,309522,210,0,11,"unsat","little","actively_looking_into_it","LEAVE"
"zero",139791,57,8,285018,443,3,5,"unsat","high","considering","STAY"
"one",111359,0,0,178403,565,0,14,"very_sat","very_little","never_thought","STAY"
"one",52232,138,0,209527,362,24,14,"very_sat","little","no","LEAVE"
"one",55556,230,0,681944,380,17,8,"avg","high","considering","STAY"
"zero",39026,227,8,781710,212,10,2,"unsat","high","actively_looking_into_it","STAY"
"zero",154416,0,7,215961,543,5,6,"very_unsat","avg","never_thought","STAY"
"one",64008,0,79,185833,591,0,1,"very_unsat","very_high","perhaps","STAY"
"zero",31735,173,5,602730,353,17,4,"unsat","very_high","no","STAY"
"zero",32915,231,35,698155,191,25,2,"avg","very_little","actively_looking_into_it","STAY"
"one",85995,0,74,758790,257,1,1,"very_sat","high","considering","STAY"
"one",153016,52,9,829450,887,3,4,"sat","little","never_thought","STAY"
"one",121868,64,6,251199,148,3,6,"unsat","very_little","never_thought","STAY"
"zero",148919,53,6,392141,682,5,4,"very_sat","little","considering","LEAVE"
"zero",139479,60,49,275655,885,3,1,"avg","very_high","no","LEAVE"
"zero",49200,0,82,567089,205,0,2,"unsat","very_high","considering","STAY"
"one",128134,194,89,593075,714,11,1,"very_unsat","very_little","never_thought","LEAVE"
"zero",26650,171,17,211509,185,0,6,"very_unsat","little","considering","STAY"
"one",29480,209,70,266346,142,15,2,"very_sat","avg","considering","STAY"
"zero",113500,0,13,550957,760,1,6,"very_unsat","very_little","never_thought","STAY"
"one",145788,53,7,635531,749,4,12,"unsat","very_little","actively_looking_into_it","STAY"
"zero",144912,0,53,202098,710,1,1,"very_unsat","little","no","STAY"
"one",142463,0,19,327040,409,0,5,"very_unsat","little","no","STAY"
"zero",155379,0,61,226969,506,1,1,"unsat","very_little","no","LEAVE"
"one",44563,79,7,597284,205,4,6,"very_sat","very_high","considering","LEAVE"
"one",68659,180,7,219246,303,19,6,"sat","little","considering","LEAVE"
"zero",153212,0,5,628513,531,0,4,"avg","little","considering","LEAVE"
"zero",76420,275,0,444233,271,11,14,"very_unsat","very_little","no","LEAVE"
"one",123665,217,22,726234,544,28,4,"sat","little","considering","STAY"
"zero",95845,136,10,178577,369,1,5,"avg","avg","considering","LEAVE"
"one",32488,226,0,903679,181,18,13,"very_unsat","very_little","perhaps","STAY"
"zero",35626,154,0,869010,222,18,15,"very_unsat","very_high","perhaps","STAY"
"zero",56334,174,0,931285,309,29,9,"very_sat","very_high","no","LEAVE"
"one",49939,165,46,232475,219,18,1,"very_unsat","little","considering","LEAVE"
"zero",23461,0,0,785570,168,1,8,"very_sat","very_little","no","LEAVE"
"zero",40801,58,61,583022,202,4,1,"very_unsat","very_high","considering","STAY"
"zero",138267,176,30,304801,259,14,2,"very_unsat","very_little","actively_looking_into_it","STAY"
"one",35771,220,55,282865,228,27,2,"very_unsat","little","considering","LEAVE"
"one",73616,0,0,249377,325,1,8,"unsat","very_little","actively_looking_into_it","LEAVE"
"zero",131222,0,36,943175,748,1,1,"very_sat","little","no","LEAVE"
"zero",71163,68,0,255505,338,5,9,"very_unsat","little","considering","LEAVE"
"one",86131,40,21,263948,311,5,5,"unsat","very_little","no","LEAVE"
"zero",155691,173,50,989951,790,3,1,"unsat","very_little","considering","LEAVE"
"one",130156,0,0,177160,567,1,1,"very_unsat","high","considering","LEAVE"
"zero",29674,52,46,874296,189,3,1,"unsat","little","considering","STAY"
"zero",90049,230,0,719559,374,16,15,"very_unsat","very_high","considering","STAY"
"one",39839,0,0,498578,203,1,15,"unsat","little","no","LEAVE"
"zero",140764,61,45,163817,601,4,2,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"zero",44038,58,84,232019,164,3,4,"unsat","avg","considering","STAY"
"one",95394,71,0,211507,257,4,9,"avg","little","actively_looking_into_it","STAY"
"one",53646,68,73,170301,366,5,2,"very_sat","avg","considering","STAY"
"zero",91714,221,57,688209,257,12,12,"avg","little","considering","LEAVE"
"one",146102,0,51,236068,356,4,1,"very_unsat","little","actively_looking_into_it","STAY"
"one",36633,251,81,152199,170,18,1,"unsat","very_little","actively_looking_into_it","LEAVE"
"one",31827,81,0,164476,204,5,5,"sat","little","perhaps","LEAVE"
"zero",56640,195,0,719629,265,27,12,"very_unsat","little","actively_looking_into_it","STAY"
"zero",54880,211,6,177023,387,10,5,"very_sat","very_high","considering","LEAVE"
"one",44973,0,20,609489,184,1,6,"very_unsat","very_little","considering","LEAVE"
"zero",68176,63,5,573192,277,4,6,"very_unsat","little","considering","STAY"
"one",24352,35,8,454435,238,20,11,"avg","very_high","no","STAY"
"one",78530,59,27,271917,282,5,2,"very_unsat","very_little","considering","LEAVE"
"zero",86308,55,83,177733,320,3,1,"very_unsat","very_little","actively_looking_into_it","STAY"
"zero",131969,0,0,257365,537,1,10,"avg","little","considering","STAY"
"one",87279,50,25,696732,256,4,1,"very_unsat","little","no","LEAVE"
"zero",140897,58,12,280906,214,3,5,"very_unsat","little","considering","STAY"
"zero",36780,64,0,963390,152,3,10,"unsat","very_little","considering","STAY"
"zero",103711,80,0,155370,791,3,13,"very_unsat","very_high","considering","STAY"
"zero",58300,212,34,964640,157,14,8,"very_unsat","very_high","considering","STAY"
"zero",23539,0,11,851271,245,0,5,"very_sat","little","never_thought","STAY"
"one",137189,0,8,474622,438,1,4,"very_sat","very_little","considering","STAY"
"zero",80004,92,0,304611,318,28,15,"very_unsat","very_little","no","STAY"
"zero",130796,0,11,798310,445,27,4,"very_unsat","high","no","STAY"
"one",27896,69,0,732007,242,3,14,"unsat","little","never_thought","LEAVE"
"zero",45182,49,0,152469,207,4,13,"very_sat","very_little","no","STAY"
"one",54962,184,24,165419,327,17,5,"avg","very_little","considering","LEAVE"
"zero",35828,67,5,167893,244,5,4,"very_unsat","very_high","considering","LEAVE"
"one",95849,166,15,372678,292,11,4,"avg","high","considering","LEAVE"
"zero",44718,59,33,347769,442,5,2,"very_unsat","very_high","actively_looking_into_it","STAY"
"one",87714,0,0,240507,384,0,10,"unsat","high","considering","STAY"
"zero",26644,84,46,276556,199,5,2,"very_sat","very_little","never_thought","STAY"
"zero",140671,205,0,604757,701,19,15,"very_unsat","little","considering","STAY"
"one",38906,88,0,891652,172,4,11,"very_unsat","little","considering","STAY"
"one",148912,49,0,319853,426,3,9,"sat","high","considering","LEAVE"
"one",97556,41,0,612559,354,5,2,"very_sat","little","actively_looking_into_it","LEAVE"
"zero",60114,60,63,268033,299,1,2,"unsat","very_high","considering","LEAVE"
"one",44535,0,83,595172,206,29,2,"very_sat","high","considering","LEAVE"
"one",143770,58,8,677215,494,3,5,"very_unsat","very_little","considering","LEAVE"
"one",48335,0,14,891339,231,1,6,"very_unsat","very_high","never_thought","STAY"
"zero",82354,0,5,225868,289,1,5,"very_unsat","little","never_thought","STAY"
"one",32002,0,12,457944,192,1,6,"very_unsat","avg","considering","LEAVE"
"one",62556,201,35,863326,370,29,1,"sat","high","no","LEAVE"
"one",141865,154,6,280204,691,3,5,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"zero",64431,175,21,470675,351,18,6,"very_sat","little","no","LEAVE"
"zero",97255,224,24,361893,266,23,4,"very_sat","very_high","considering","LEAVE"
"one",154517,237,5,933419,408,15,5,"unsat","very_high","actively_looking_into_it","LEAVE"
"zero",21954,0,12,409798,231,1,4,"very_sat","very_high","considering","STAY"
"zero",42759,184,0,582094,145,15,8,"very_sat","little","considering","LEAVE"
"one",36896,0,10,695257,197,1,5,"avg","very_little","actively_looking_into_it","STAY"
"zero",118178,0,20,375309,720,0,6,"very_sat","very_high","actively_looking_into_it","STAY"
"one",41593,66,60,921854,137,3,1,"very_sat","little","no","STAY"
"zero",31381,163,28,615243,192,17,1,"very_unsat","little","no","STAY"
"zero",32266,0,0,401956,146,1,11,"avg","very_high","actively_looking_into_it","LEAVE"
"zero",52459,234,67,527114,384,11,1,"very_unsat","high","considering","LEAVE"
"one",66685,177,6,696847,381,12,6,"very_sat","very_little","perhaps","STAY"
"zero",46406,78,0,156498,158,3,15,"very_sat","very_high","no","LEAVE"
"zero",75128,231,0,299823,329,11,11,"very_sat","very_high","considering","LEAVE"
"zero",107913,0,38,197719,625,1,1,"unsat","little","considering","STAY"
"zero",34273,0,0,211953,220,0,15,"very_unsat","high","perhaps","STAY"
"zero",27812,0,12,258433,246,1,6,"avg","very_little","actively_looking_into_it","STAY"
"one",158102,185,0,567537,148,19,14,"avg","little","never_thought","STAY"
"one",147102,190,86,665463,505,24,2,"avg","little","no","LEAVE"
"one",92296,0,54,735011,364,11,1,"unsat","very_little","never_thought","LEAVE"
"one",129466,60,0,672504,732,3,12,"sat","very_little","actively_looking_into_it","LEAVE"
"one",122136,0,27,513439,501,1,1,"unsat","very_little","considering","LEAVE"
"zero",83662,179,0,195870,397,14,8,"very_unsat","very_little","considering","LEAVE"
"zero",142334,196,26,413666,809,20,1,"sat","very_high","considering","LEAVE"
"one",156876,0,11,679840,649,0,5,"very_sat","very_high","considering","STAY"
"zero",52650,195,28,186435,382,24,2,"very_unsat","very_little","considering","LEAVE"
"one",118242,167,13,225932,706,16,6,"very_sat","little","perhaps","LEAVE"
"one",84960,0,0,266835,380,25,9,"very_sat","little","never_thought","LEAVE"
"zero",24299,155,18,436047,133,29,5,"very_unsat","very_high","never_thought","LEAVE"
"one",61434,199,0,896636,309,24,9,"very_sat","very_high","never_thought","STAY"
"zero",87476,82,11,480004,355,4,5,"very_unsat","little","no","STAY"
"zero",98236,42,0,458814,342,21,11,"very_unsat","little","actively_looking_into_it","LEAVE"
"one",69018,222,71,205341,155,15,1,"unsat","very_high","actively_looking_into_it","LEAVE"
"zero",131223,57,7,257013,877,3,5,"very_sat","very_high","never_thought","STAY"
"one",73343,199,0,624067,311,22,9,"very_sat","very_high","considering","STAY"
"zero",109818,56,0,237256,469,4,9,"very_unsat","little","considering","LEAVE"
"one",99795,164,22,365848,635,1,4,"very_unsat","very_high","never_thought","STAY"
"one",93206,38,0,221910,336,5,8,"very_unsat","avg","perhaps","STAY"
"one",105998,0,82,260026,276,1,1,"very_unsat","very_little","considering","LEAVE"
"zero",83591,0,16,159220,331,0,5,"avg","little","actively_looking_into_it","STAY"
"one",136716,76,52,202167,736,5,2,"very_unsat","little","considering","LEAVE"
"one",28931,0,0,192841,198,1,9,"very_sat","little","considering","LEAVE"
"zero",79677,154,0,897878,318,19,8,"very_unsat","very_little","considering","STAY"
"one",69854,231,5,634011,287,16,6,"unsat","very_little","actively_looking_into_it","STAY"
"one",29647,0,65,151690,169,1,1,"very_unsat","very_high","perhaps","STAY"
"zero",136977,65,0,405110,400,3,11,"very_sat","very_little","actively_looking_into_it","LEAVE"
"one",24647,48,32,227465,151,3,2,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",24054,0,22,284278,189,14,4,"very_unsat","very_high","never_thought","STAY"
"one",124797,0,19,359534,210,1,6,"sat","very_high","actively_looking_into_it","STAY"
"one",41792,0,13,903217,161,1,4,"very_unsat","little","considering","STAY"
"zero",29314,199,63,548548,218,29,2,"very_sat","little","considering","LEAVE"
"zero",29489,53,0,603267,199,3,14,"very_sat","very_little","considering","STAY"
"zero",126998,0,88,158032,510,3,2,"sat","very_little","considering","LEAVE"
"zero",24146,203,8,276961,332,25,6,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",67948,0,38,570370,281,0,13,"very_unsat","high","considering","STAY"
"one",107723,155,43,496568,547,26,2,"very_unsat","avg","considering","STAY"
"zero",111721,54,0,968561,670,3,13,"unsat","little","actively_looking_into_it","STAY"
"zero",48789,41,0,166550,215,3,13,"very_unsat","high","considering","LEAVE"
"one",145146,81,83,403095,510,0,4,"avg","very_high","perhaps","LEAVE"
"one",91395,0,0,886771,395,1,6,"avg","very_high","perhaps","LEAVE"
"zero",30712,0,5,750197,220,0,4,"avg","very_high","actively_looking_into_it","STAY"
"zero",28289,0,0,938723,173,0,13,"very_sat","little","considering","STAY"
"one",107693,0,0,277663,502,0,14,"avg","little","actively_looking_into_it","LEAVE"
"zero",93041,244,70,261324,274,23,2,"very_sat","very_little","no","LEAVE"
"one",98175,235,0,350849,293,11,12,"very_unsat","little","actively_looking_into_it","LEAVE"
"one",116584,202,47,173961,781,26,2,"avg","very_high","considering","LEAVE"
"zero",98995,65,10,538058,340,5,4,"unsat","very_high","actively_looking_into_it","STAY"
"zero",45065,57,17,341130,164,4,4,"unsat","very_little","considering","STAY"
"zero",75559,193,0,334847,302,25,12,"very_unsat","very_little","never_thought","LEAVE"
"zero",119512,51,31,248566,229,5,2,"very_sat","very_high","considering","LEAVE"
"one",95773,0,14,869634,339,0,6,"unsat","very_high","considering","STAY"
"zero",127791,60,0,258385,540,4,4,"very_unsat","little","actively_looking_into_it","STAY"
"one",72392,127,33,709794,325,20,1,"very_unsat","little","considering","STAY"
"one",139913,0,27,167480,579,1,2,"very_sat","very_little","actively_looking_into_it","LEAVE"
"zero",56066,233,0,331326,308,27,12,"very_unsat","little","actively_looking_into_it","LEAVE"
"one",45438,223,54,334673,171,20,1,"very_sat","high","no","LEAVE"
"zero",29470,195,0,682291,234,28,12,"very_unsat","very_high","considering","STAY"
"zero",124100,266,0,358418,821,27,14,"unsat","little","never_thought","LEAVE"
"zero",87830,0,18,661952,388,1,4,"very_sat","very_high","considering","STAY"
"one",131320,207,0,966772,410,26,8,"very_unsat","avg","considering","LEAVE"
"zero",25237,0,0,261907,159,1,13,"very_unsat","very_high","perhaps","LEAVE"
"zero",100858,48,9,816585,633,5,5,"very_sat","little","actively_looking_into_it","STAY"
"one",115339,0,23,730166,429,1,6,"avg","little","actively_looking_into_it","STAY"
"zero",50564,0,0,803678,275,0,14,"unsat","avg","considering","STAY"
"zero",70694,0,8,216966,364,0,4,"very_unsat","little","considering","LEAVE"
"one",42901,66,0,452655,215,5,12,"unsat","high","no","LEAVE"
"zero",110058,0,60,276534,584,0,2,"sat","very_high","no","STAY"
"zero",68904,0,62,757630,386,0,2,"very_unsat","very_high","considering","STAY"
"one",21830,0,0,464008,477,0,15,"very_unsat","avg","no","LEAVE"
"one",84273,0,20,466850,361,1,4,"unsat","very_little","never_thought","LEAVE"
"one",33715,0,76,208811,202,1,2,"very_unsat","little","actively_looking_into_it","LEAVE"
